transectid,reef_name,lat,lng,Dist_name,Algae,Hard corals,Other,Soft Coral
10001,Opal Reef,-16.193885,145.894933,1 cyclone & 2 bleaching,0.5030477721036785,0.36149540630064847,0.014007180422527722,0.12144964117314534
10002,Opal Reef,-16.188854,145.898146,1 cyclone & 2 bleaching,0.54932793818503,0.3060303437093149,0.0353817961596478,0.10925992194600731
10003,Opal Reef,-16.175556,145.891044,1 cyclone & 2 bleaching,0.17581607372975605,0.32649342380416285,0.41891214443963576,0.07877835802644532
12004,Yonge Reef,-14.625934,145.634295,2 cyclones & 2 bleaching,0.6235192219118871,0.1617173877213158,0.12379646897573764,0.09096692139105941
12005,Yonge Reef,-14.57076,145.616094,2 cyclones & 2 bleaching,0.32033151647035085,0.22202223181973824,0.3792470351964745,0.07839921651343638
12025,Day Reef,-14.50804,145.562149,2 cyclones & 2 bleaching,0.5074522460751691,0.37810385415791187,4.4398255417745674e-4,0.11399991721274154
12026,Day Reef,-14.4718,145.534987,2 cyclones & 2 bleaching,0.6716468768994147,0.1895811676715602,0.017638530611508853,0.12113342481751632
12027,Day Reef,-14.477213,145.517052,2 cyclones & 2 bleaching,0.5715655272960067,0.25531979735759736,0.08108046571603399,0.09203420963036184
12028,Yonge Reef,-14.589404,145.632742,2 cyclones & 2 bleaching,0.7133654297630335,0.23251779894760952,0.005005197902012696,0.04911157338734425
12030,Ribbon Reef 10,-14.936384,145.683989,2 cyclones & 2 bleaching,0.33925015709720885,0.32713145820184303,0.012418531101889238,0.3211998535990589
12033,Ribbon Reef 9,-14.956771,145.703541,2 cyclones & 2 bleaching,0.5985201875932356,0.2309136030036393,0.04748800210046033,0.12307820730266486
12034,Ribbon Reef 10,-14.947281,145.698386,2 cyclones & 2 bleaching,0.38162843045485273,0.29163682665318913,0.043427350865762875,0.2833073920261953
12036,Ribbon Reef 5,-15.390548,145.781839,2 cyclones & 2 bleaching,0.3935218740334978,0.2935072871565486,0.02558465933221035,0.28738617947774325
12037,15041 Reef,-15.39642,145.766818,2 cyclones & 2 bleaching,0.4208419288254747,0.33578986048110104,0.00584634601928111,0.23752186467414318
12038,Ribbon Reef 5,-15.343339,145.788655,2 cyclones & 2 bleaching,0.43848709143939785,0.34030933636402494,0.03410931774989812,0.1870942544466791
14001,Norman Reef,-16.424537,146.005865,1 cyclone & 2 bleaching,0.48787124843801033,0.31269940586513695,0.019841461567989858,0.17958788412886292
14009,St. Crispin Reef,-16.132228,145.823361,1 cyclone & 2 bleaching,0.33233916170494626,0.4039160484811256,0.005383598394580233,0.25836119141934794
14010,St. Crispin Reef,-16.117882,145.861425,1 cyclone & 2 bleaching,0.6095849997777694,0.19164117235581837,0.008996164943482592,0.1897776629229296
14011,St. Crispin Reef,-16.080536,145.857936,1 cyclone & 2 bleaching,0.4176715866275347,0.3805667557154696,0.056240054480412895,0.14552160317658283
14019,Norman Reef,-16.432733,145.986397,1 cyclone & 2 bleaching,0.23667688650688082,0.46785876368289075,0.14658935224176525,0.1488749975684632
15001,Great Detached Reef,-11.837029,144.022911,2 bleaching,0.3316678469059049,0.46822610743237436,0.016670367292507347,0.18343567836921343
15003,Great Detached Reef,-11.747929,144.09783,2 bleaching,0.26712718075544784,0.48531012552898223,0.0026861837821015567,0.24487650993346838
15004,Great Detached Reef,-11.658328,144.008589,2 bleaching,0.3107307241871584,0.4469723983765389,0.17178614710254136,0.07051073033376129
15006,Saunders Reef,-11.514088,144.094574,2 bleaching,0.41993864399565844,0.4231503149040517,0.0011176883197343555,0.1557933527805555
15007,Saunders Reef,-11.509164,144.045296,2 bleaching,0.3279159967635642,0.533258672028462,0.04474868599561556,0.0940766452123582
15008,Saunders Reef,-11.419692,144.035935,2 bleaching,0.46718911208711855,0.4872746483878485,0.002598597577359646,0.04293764194767333
15015,Tijou Reef,-13.129891,143.970785,1 cyclone & 2 bleaching,0.36018640165075677,0.554618888178766,4.969849104825468e-4,0.08469772525999462
15016,Tijou Reef,-13.095801,143.978288,1 cyclone & 2 bleaching,0.38138669176960616,0.581856197836905,0.004546691165338937,0.03221041922814989
15017,Tijou Reef,-13.050571,143.957018,1 cyclone & 2 bleaching,0.24321082907885236,0.4574376170611382,0.22269695328852113,0.07665460057148833
15025,Wilson Reef,-13.942848,144.416888,1 cyclone & 2 bleaching,0.34470518298481967,0.5444665396908255,0.01840595019881738,0.09242232712553744
15026,Wilson Reef,-13.966082,144.415732,1 cyclone & 2 bleaching,0.11397152846484225,0.548935790254752,0.2668640270944352,0.0702286541859705
15027,Wilson Reef,-13.949869,144.379742,1 cyclone & 2 bleaching,0.19248982720039584,0.5527437239959511,0.050360676128618956,0.20440577267503413
15031,14034 Reef,-13.930897,144.660511,1 cyclone & 2 bleaching,0.3837714639232784,0.45427205740763,0.015504872705006442,0.1464516059640852
15032,14034 Reef,-13.920053,144.630727,1 cyclone & 2 bleaching,0.2707061623718973,0.5021447003925292,0.03271708970389013,0.1944320475316833
15033,14034 Reef,-13.915862,144.604124,1 cyclone & 2 bleaching,0.21752968634366415,0.3766327336414856,0.27987256258549903,0.12596501742935123
