transectid,reef_name,lat,lng,Dist_name,Algae,Hard corals,Other,Soft Coral
10001,Opal Reef,-16.19633126,145.8941297,1 cyclone,0.28060021942153773,0.4525200856346027,0.013911473026875816,0.25296822191698376
10002,Opal Reef,-16.18899414,145.898184,1 cyclone,0.28249206391586223,0.47859214931765487,0.009079728530556538,0.22983605823592634
12001,Ribbon Reef 10,-14.92079196,145.7009539,No disturbance,0.309402210808404,0.36657761932971517,0.2802020253156354,0.043818144546245455
12004,Yonge Reef,-14.62679,145.630253,1 cyclone,0.40544614287261466,0.3109983720761451,0.1655282670595602,0.11802721799168005
12005,Yonge Reef,-14.582133,145.611429,1 cyclone,0.5302718971060016,0.1887501383758073,0.25042065148655035,0.030557313031640686
12025,Day Reef,-14.50694656,145.5621261,1 cyclone,0.6742844361580536,0.28149795469464733,0.00305917963719537,0.0411584295101038
12026,Day Reef,-14.48391337,145.5466123,1 cyclone,0.7204519889317991,0.22724220873868986,0.005557499128749351,0.04674830320076173
12027,Day Reef,-14.46982575,145.5304603,1 cyclone,0.6647653788952415,0.27616908440123983,0.041898021445751416,0.01716751525776731
12028,Yonge Reef,-14.589669,145.632818,1 cyclone,0.6592925205790592,0.3029864235717915,0.004044773686540668,0.033676282162608644
12029,Ribbon Reef 10,-14.663358,145.664066,1 cyclone,0.3902746075623029,0.37635951311325133,0.09514006621962696,0.1382258131048188
12030,Ribbon Reef 10,-14.9280838,145.6867498,1 cyclone,0.32231250710154075,0.34705639462638965,0.011240898256007244,0.31939020001606233
12033,Ribbon Reef 9,-14.95659119,145.7037279,1 cyclone,0.410339275246316,0.39472243499034254,0.04458625402915612,0.1503520357341853
12034,Ribbon Reef 10,-14.94109547,145.6950871,1 cyclone,0.7108203891637049,0.14243644671880729,0.04339786310337493,0.10334530101411292
12035,Ribbon Reef 10,-14.66297,145.664797,1 cyclone,0.6584825701441521,0.2806891410597618,0.012822554211633919,0.04800573458445222
12036,Ribbon Reef 5,-15.38174898,145.7925709,1 cyclone,0.6526113205426068,0.2603825751853064,5.942509051382039e-4,0.08641185336694857
12038,Ribbon Reef 5,-15.343222,145.78843,1 cyclone,0.47308407062232655,0.450464822989652,6.455844389273502e-4,0.07580552194909405
14009,St. Crispin Reef,-16.13483005,145.8105879,1 cyclone,0.35585849945358655,0.3242444716547312,0.2247855809394115,0.09511144795227079
14011,St. Crispin Reef,-16.0790849,145.8565627,1 cyclone,0.386312772001958,0.3187167612527203,0.01405301416987687,0.28091745257544476
14014,Agincourt Reef 5,-16.04142015,145.8402345,1 cyclone,0.452788085558038,0.4606155136817316,0.0077196156294967256,0.07887678513073366
14015,Agincourt Reef 2b,-16.0303491,145.8558136,1 cyclone,0.2907622947258183,0.48970130172313797,0.13291321286119193,0.08662319068985179
14017,Agincourt Reef 4,-15.930611,145.8207505,1 cyclone,0.3127721185693511,0.3230045763700593,0.1830143554838077,0.18120894957678188
15001,Great Detached Reef,-11.83691035,144.0228675,No disturbance,0.4701461584317981,0.42452580605257595,0.025306214169584416,0.08002182134604158
15003,Great Detached Reef,-11.74801614,144.0983113,No disturbance,0.3658326327321787,0.43603277962281367,0.027562053242774033,0.17057253440223358
15004,Great Detached Reef,-11.65825253,144.007956,No disturbance,0.5148837290132524,0.3799550265907381,0.05908906675941969,0.04607217763658977
15006,Saunders Reef,-11.49624886,144.0935278,No disturbance,0.38258407962068863,0.4609443946382906,8.238453919526993e-4,0.15564768034906806
15007,Saunders Reef,-11.50920373,144.0454274,No disturbance,0.5514245394477445,0.35888459966006164,0.05799494096396857,0.031695919928225354
15008,Saunders Reef,-11.42000932,144.0359622,No disturbance,0.4487106758898559,0.5053881001835334,0.007943048114934802,0.03795817581167587
15015,Tijou Reef,-13.11968172,143.979318,No disturbance,0.49918605027552737,0.416170995238358,0.0012055919178528935,0.08343736256826174
15016,Tijou Reef,-13.09599344,143.9785386,No disturbance,0.2535388744954544,0.7202086118459136,0.011012219798595348,0.01524029386003673
15017,Tijou Reef,-13.05040835,143.9578083,No disturbance,0.33673828433706043,0.38449878074829474,0.24915167192681945,0.029611262987825376
15025,Wilson Reef,-13.9424311,144.4163767,No disturbance,0.30510892604385487,0.6276569300716429,0.030064512844939578,0.037169631039562695
15032,14034 Reef,-13.92028649,144.6287203,No disturbance,0.2167870211250944,0.5618490229599973,0.05258547149132869,0.16877848442357962
15033,14034 Reef,-13.91776658,144.6033102,No disturbance,0.22363902720762596,0.4187860111676889,0.3092847475872706,0.0482902140374146
