transectid,reef_name,lat,lng,Dist_name,Algae,Hard corals,Other,Soft Coral
14016,Agincourt Reef 4,-15.954733,145.834741,1 cyclone & 1 bleaching,0.4654931385262886,0.38969713143695117,0.0011434188915325253,0.14366631114522774
14018,Agincourt Reef 4,-15.967481,145.819992,1 cyclone & 1 bleaching,0.3732677589523703,0.3969486789835597,0.043231629910282954,0.18655193215378707
14019,Norman Reef,-16.438375,146.00031,1 cyclone & 1 bleaching,0.2736774439964297,0.4859916122426406,0.049046136111680676,0.1912848076492491
15012,Mantis Reef,-12.239171,143.929743,1 bleaching,0.4155094887168602,0.5243444721405018,8.378634353908366e-4,0.05930817570724702
15013,Mantis Reef,-12.211044,143.94924,1 bleaching,0.266225663547223,0.42031272731014463,0.04522760855335862,0.26823400058927377
15014,Tijou Reef,-13.077126,143.941857,1 cyclone & 1 bleaching,0.24461701654752022,0.30981310515835736,0.2994193190824056,0.1461505592117168
15015,Tijou Reef,-13.129259,143.971391,1 cyclone & 1 bleaching,0.4096757875873719,0.44184496795147793,3.0766983226061687e-4,0.14817157462888958
15016,Tijou Reef,-13.095542,143.977931,1 cyclone & 1 bleaching,0.303792245697158,0.6618588874083906,0.007546005198916808,0.02680286169553453
15017,Tijou Reef,-13.061883,143.951466,1 cyclone & 1 bleaching,0.21207856923357485,0.42400933147459063,0.24600643207915987,0.11790566721267469
15019,Tijou Reef,-13.258308,143.959158,1 cyclone & 1 bleaching,0.3111848830343257,0.5520166252748373,6.0413424848112e-4,0.1361943574423559
15020,13050 Reef,-13.290712,143.965109,1 cyclone & 1 bleaching,0.21311462269279166,0.7103032992808552,0.017907173608423643,0.058674904417929503
15021,13040 Reef,-13.2768,143.955528,1 cyclone & 1 bleaching,0.3849619486974685,0.4843722916511228,0.01202814157168112,0.11863761807972753
15022,13074 Reef,-13.476874,144.063596,1 cyclone & 1 bleaching,0.506584468653638,0.3497595148818235,3.55171009898139e-4,0.1433008454546403
15023,13116 Reef,-13.505159,144.087187,1 cyclone & 1 bleaching,0.2194517736396497,0.5758064349072557,0.09033452154392763,0.11440726990916691
15024,13074 Reef,-13.457355,144.058374,1 cyclone & 1 bleaching,0.10881748607854316,0.3804857517083775,0.39477253337442836,0.11592422883865097
15025,Wilson Reef,-13.942981,144.416888,1 cyclone & 1 bleaching,0.3510756084633914,0.5390263389194293,0.03547147241978038,0.07442658019739888
15026,Wilson Reef,-13.958141,144.426227,1 cyclone & 1 bleaching,0.14637299370095494,0.5574061217014867,0.23494640074040338,0.061274483857155
15027,Wilson Reef,-13.949065,144.380115,1 cyclone & 1 bleaching,0.18327821585886936,0.5633569173438417,0.06893981245769865,0.18442505433959028
15028,Tydeman Reef,-13.971036,144.513351,1 cyclone & 1 bleaching,0.22393201498281545,0.5609948670736612,0.13876618130587365,0.07630693663764967
15029,Tydeman Reef,-13.991817,144.530851,1 cyclone & 1 bleaching,0.2191751028523033,0.3480936003646583,0.3321461950861334,0.10058510169690496
15030,Tydeman Reef,-13.983692,144.499339,1 cyclone & 1 bleaching,0.12975442460589037,0.41007846054186486,0.3072265468756421,0.15294056797660263
15031,14034 Reef,-13.930209,144.660068,1 cyclone & 1 bleaching,0.3866744612486882,0.48192592832872166,0.0056344410137074245,0.12576516940888272
15032,14034 Reef,-13.920197,144.629031,1 cyclone & 1 bleaching,0.19707282264437023,0.5740673453066031,0.014467747465264132,0.2143920845837625
15033,14034 Reef,-13.916815,144.6032,1 cyclone & 1 bleaching,0.1542855427619579,0.3193684938752906,0.43359390241588186,0.09275206094686965
